id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output
243;What makes someone a nomad?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:36;C
244;What is a treat that you dog will enjoy?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:36;D
245;Women used to be expected to wear a dress but it's now acceptable for them to wear what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:37;B
246;The fact that Joe was able to memorize the list in spite of his apparent  state proved that part of his brain was what?;A;A;1;0.14;llama3.1:8b;2025-12-10 07:33:37;A
247;What is a wet person likely to do?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:37;C
248;After recovering from the disease, what did the doctor call the patient?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:37;A
249;The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:33:37;A
250;After high tide, where on the coast can you look to find a sea anemone?;E;D;0;0.14;llama3.1:8b;2025-12-10 07:33:37;E
251;What could a driving car do to a pedestrian?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:37;B
252;People do many things to alleviate boredom.  If you can't get out of the house you might decide to do what?;A;D;0;0.13;llama3.1:8b;2025-12-10 07:33:38;A
253;At a grocery store they sell individual potatoes, where does the grocery clerk likely put the potato?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:38;D
254;What room is a rubber bath mat usually kept?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:38;E
255;What would you put meat on top of to cook it?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:38;E
256;Minerals can be obtained in what way for a person who avoids leafy greens?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:38;A
257;What could you be a few hours after you finish cashing in due to your cash?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:38;A
258;The smelly man was having a bath, but what is he pursuing?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:38;C
259;What might a couple have a lot of when they are deciding on stopping being married to each other?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:38;E
260;If a person is working a lot, what are they likely trying to earn?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:39;A
261;The traveling business man was glad his credit card had perks, it offset the high prices for travel from a what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:39;C
262;Billy hated using other people's toilets. He was only comfortable on his own.  So whenever he needed to poop, he would go back to his what?;A;D;0;0.13;llama3.1:8b;2025-12-10 07:33:39;A
263;The forest experienced a cold winter, where is it located?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:39;D
264;How can you let someone know about your anger without hurting him or her?;A;D;0;0.13;llama3.1:8b;2025-12-10 07:33:39;A
265;Where is one likely to find a brownstone?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:39;A
266;What may I place the telephone on?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:39;C
267;What language type is someone from Iran likely to use?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:39;B
268;John went to a party that lasted all night.  Because of this, he didn't have time for what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:40;E
269;The child wasn't allowed in the kitchen but still wanted to help, what could it do to help in the dining room?;A;A;1;0.14;llama3.1:8b;2025-12-10 07:33:40;A
270;He was having a hard time expressing himself in a healthy way, the psychologist said he was mentally what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:40;C
271;When someone is physically competing what does their body do?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:40;E
272;How would you express information to a deaf person?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:40;C
273;Printing on a printer can get expensive because it does what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:40;B
274;What will god never do according to religion?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:33:40;D
275;One of the potential hazards of attending school is what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:40;D
276;What has a surface with many sides?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:41;A
277;What could bring a container from one place to another?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:41;C
278;The old style pop ups literally let you see the story when you did what?;D;C;0;0.14;llama3.1:8b;2025-12-10 07:33:41;D
279;What is it called when you are talking to someone?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:41;A
280;The family finished dinner, the child's chore was to load the dirty dishes where?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:41;B
281;Where could you find a bureau as well as many politicians?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:41;E
282;Dad wanted to hide the check in his office, where did he put it?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:41;B
283;For some reason she was devoid of regular emotions, buying products was the only way she could feel what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:42;A
284;Where are horses judged on appearance?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:42;B
285;Why do people read non fiction?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:42;C
286;While knitting you can do what using a radio?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:42;A
287;Where are you likely to set papers while working on them?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:42;A
288;John had a massive debt to 50 million dollars.  Compared to that, Leo's 2000 dollar debt seemed what?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:33:42;B
289;The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:42;C
290;What is a very unlikely side effect of becoming inebriated?;D;E;0;0.13;llama3.1:8b;2025-12-10 07:33:42;D
291;when communicating with my boss what should i do;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:43;B
292;If not in a stream but in a market where will you find fish?;E;C;0;0.13;llama3.1:8b;2025-12-10 07:33:43;E
293;What are people likely to want to do with their friends?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:43;E
294;During a shark filled tornado where should you not be?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:43;E
295;What is the likely result of buying products in excess?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:43;E
296;What is a person trying to accomplish when taking analgesics?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:43;B
297;Where would you put a glass after drinking from it?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:43;D
298;Where would you buy food?;B;B;1;0.12;llama3.1:8b;2025-12-10 07:33:43;B
299;When a person admits his mistakes, what are they doing?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:44;E
300;Where do play a game for money?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:44;A
301;When you travel you should what in case of unexpected costs?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:44;E
302;Donald is a prominent figure for the federal government, so in what city does he likely spend a lot of time?;E;E;1;0.14;llama3.1:8b;2025-12-10 07:33:44;E
303;There was more than one bum asking for change or a ticket, it was the cheapest way to travel so it was no surprise sight at the what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:44;C
304;John and Joe like planning games but Joe  was hit by a ball and fell down. What might have happened to Joe.;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:44;D
305;Where can you buy jeans at one of may indoor merchants?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:44;B
306;What do you write letter in in America?;C;D;0;0.13;llama3.1:8b;2025-12-10 07:33:45;C
307;Joe owned back taxes as well as what other type of taxes?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:45;E
308;Where is a broadcast studio likely to be heard?;C;C;1;0.14;llama3.1:8b;2025-12-10 07:33:45;C
309;Kramer wrote a self-referential book.  What might that book be about?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:33:45;A
310;Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:45;E
311;What city will likely have many parking structures?;B;A;0;0.13;llama3.1:8b;2025-12-10 07:33:45;B
312;Sally was afraid of danger and always double checked what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:45;D
313;What is the habitat of the fox?;B;E;0;0.13;llama3.1:8b;2025-12-10 07:33:45;B
314;People are very much like the animals, but one thing has secured or dominance over the planet.  We're better at doing what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:46;B
315;They children loved having a back yard, and the parents loved that it was a safe what?;E;B;0;0.13;llama3.1:8b;2025-12-10 07:33:46;E
316;While people just throw coins down them now, what originally had a pail to be lowered for it's intended use?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:46;D
317;Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what?;E;D;0;0.14;llama3.1:8b;2025-12-10 07:33:46;E
318;When a human is earning money, where are they often found?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:46;D
319;They passed a apple tree on their way to the racetrack, the were going to watch the biggest motorsport spectacle in the world where?;C;B;0;0.13;llama3.1:8b;2025-12-10 07:33:46;C
320;Why do people play chess on the weekends?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:46;B
321;What do you need energy to do in gym class?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:46;D
322;Sarah dropped the marble because she wanted to do what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:47;A
323;We are all human, and we all what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:47;E
324;If a person were going to bed, what would be their goal?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:47;D
325;What are candles good for eliminating?;E;E;1;0.12;llama3.1:8b;2025-12-10 07:33:47;E
326;WHat leads to an early death?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:33:47;D
327;What room would you find many bookcases and is used for contemplation?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:47;A
328;Where do you head to travel to a star?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:33:47;A
329;The player lifted his cornet and walked in rhythm, what was the player a member of?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:48;C
330;What happens at soon as a living being is born?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:48;B
331;When someone is talking and you missed something, what can you do to get them to repeat it?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:48;B
332;Where does one store fabric in their own home?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:48;A
333;What do most companies not want to have relative to demand?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:48;A
334;What is happening while he's playing basketball for such a long time?;C;A;0;0.13;llama3.1:8b;2025-12-10 07:33:48;C
335;A traveler laments the fact that mass transit is limited in his city when his groceries get soaked by the rain as he waits where?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:48;A
336;The person was in physical distress, where should he go?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:48;C
337;The cancer patient was expecting to die, so he made out his what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:49;B
338;There was a toll road that meandered from Maine to New Hampshire, where was it?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:33:49;A
339;If you partied all night you could find yourself already what, even when just beginning work?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:49;A
340;The cat carefully navigated the area, they do everything they can to avoid what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:49;A
341;What is someone usually doing if someone else is talking to him or her?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:49;A
342;What does the sky do before a rain?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:49;E
343;Pens, computers, text books and paper clips can all be found where?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:33:49;A
344;What geographic area is a lizard likely to be?;C;B;0;0.13;llama3.1:8b;2025-12-10 07:33:49;C
345;What do you use to carry your briefcase?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:50;E
346;He picked up his pace to a run, he wanted to do what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:50;E
347;What would a person do if they do not have any friends?;A;D;0;0.13;llama3.1:8b;2025-12-10 07:33:50;A
348;As a result of dying, what happens to organic material?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:50;D
349;What does everyone have in relation to other people?;C;A;0;0.13;llama3.1:8b;2025-12-10 07:33:50;C
350;What do you ask a child to do when you first meet her?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:50;D
351;Where can you buy a clock, clothing and wrenches?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:50;E
352;What do you do when you're in a new place and want to see new things?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:50;B
353;What happens when to ice when it is in the sun?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:51;B
354;Where can you store your dishes in your dwelling?;E;B;0;0.13;llama3.1:8b;2025-12-10 07:33:51;E
355;The man laid on the soft moss and looked up at the trees, where was the man?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:51;B
356;What is someone doing if he or she is sitting quietly and his or her eyes are moving?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:51;A
357;Where can I find a stapler in many places?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:33:51;D
358;A man takes a seat at a museum outside of Barcelona, where is he likely?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:33:51;A
359;Where would you find a toy soldier that is being played with?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:51;C
360;Where are you when you're about to use your plane ticket?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:52;C
361;Flowers make a good center focal point, just one of many arrangements that look good on a what?;E;B;0;0.13;llama3.1:8b;2025-12-10 07:33:52;E
362;How can a human cross a river and not mess up their hair?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:52;D
363;Batman bought beer.  There were no bottles available.  He had to settle for what?.;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:52;D
364;You can find a monkey in what West African region on the Gulf of Guinea;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:52;E
365;Surprising an angry person could lead to what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:52;B
366;Where is a dining area likely to be small?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:52;B
367;Killing people should not cause what emotion?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:52;C
368;James slamed into someone playing football, and not for the first time.  He was concerned about the consequences of many what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:53;C
369;More people should lower the guard and just have fun, we don't got long just what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:53;A
370;Where can you get a lizard to keep in your home?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:53;C
371;What would use a musical instrument?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:53;C
372;She was in an affair, what did that end upon discovery by her husband?;E;B;0;0.13;llama3.1:8b;2025-12-10 07:33:53;E
373;What is the most famous constellation out of earth?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:53;B
374;If a reception is held with hotel guests walking by, what is the likely venue?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:53;C
375;What is a place that is far away from your house and where you could consume beer?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:53;B
376;If a court case is dismissed after hearing testimony, what would be a likely cause?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:54;A
377;Sitting down quickly after eating beans could lead to what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:54;A
378;John was my neighbor, it was easy to talk to him. He was never what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:54;B
379;Where do people want to have a lot of coffee?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:33:54;D
380;You stop and have food all around you, what are you?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:33:54;A
381;James was meeting a friend.  They had planed a slow day. They didn't want to do much.  They just wanted what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:54;A
382;The car's steering seem quite loose, but he still considered purchasing it because he needed something small and what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:54;D
383;Dan was a farmer with just one heifer.  But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where?;C;C;1;0.14;llama3.1:8b;2025-12-10 07:33:54;C
384;It's Friday night and Alice puts off going to bed because she plans on doing what Saturday?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:55;B
385;His phone was dead and they couldn't find the expressway, he opened up the glove compartment and handed his passenger the what to navigate?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:55;C
386;What would someone use a personal key for?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:55;C
387;The cat kept pestering it's owner, it was that time of the day and it was what?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:33:55;A
388;Her voice lent her to the alto section, what group did she join?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:55;C
389;Where are you likely to find a Japanese restaurant not run by people from Japan?;C;A;0;0.13;llama3.1:8b;2025-12-10 07:33:55;C
390;Animals who have hair and don't lay eggs are what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:55;C
391;John was an aristocratic fox hunter.  Where might he live?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:33:56;A
392;Where is a grape likely to be being fed to someone else?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:33:56;A
393;Some food can be stored at room temperature until you open it, then you should keep it in what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:56;D
394;Sam couldn't get back to sleep because of a dream he had.  It was a what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:56;E
395;If you're going to a party in a new town what are you hoping to make?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:56;B
396;How is riding a bike getting it to move?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:56;E
397;Where does one usually keep literature?;B;D;0;0.13;llama3.1:8b;2025-12-10 07:33:56;B
398;WHat type of keyboard is made up of one or more pipe divisions?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:56;E
399;The bell rang, and the congregation began to what in to the church?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:33:57;B
400;James needed smooth sandpaper, but instead he got what type?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:57;A
401;Where would you borrow furniture if you do not have any?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:33:57;B
402;What must happen for an animal to and it's offspring to continue livng?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:57;C
403;I want my wine stored in darkness, where should it go?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:57;E
404;If I want to open a steakhouse, what should I get first?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:57;E
405;Sarah didn't like to play but she didn't want to be sedentary and bored, either, so she took up what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:57;C
406;Joe found spiders while checking something outside.  What might that be?;E;D;0;0.13;llama3.1:8b;2025-12-10 07:33:57;E
407;What would you do if your date does not show up?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:58;A
408;What did the adult do before the job interview?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:33:58;D
409;Most items in retail stores are what even when they are on sale?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:33:58;A
410;John farms anemone in what type of facility?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:58;D
411;Brawn opened the curtains so that the sun could do what?;D;C;0;0.13;llama3.1:8b;2025-12-10 07:33:58;D
412;How might releasing energy that has built up feel?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:33:58;D
413;What would you do if you have curiosity but are blind and paralyzed?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:33:58;A
414;Where might it be hard to get furniture to?;E;B;0;0.13;llama3.1:8b;2025-12-10 07:33:59;E
415;A great teacher can be what when you are attending school?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:59;D
416;Where would you get jeans and other wearable items to take home with you?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:59;D
417;In what substance do clouds float?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:33:59;C
418;Where is the large area location of the empire state building?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:33:59;A
419;Where do most people make coffee?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:33:59;E
420;What kind of service is my body a part of when I'm no longer here?;E;D;0;0.13;llama3.1:8b;2025-12-10 07:33:59;E
421;Many people wanted to leave their country estates for row houses, what did they need to move to?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:33:59;D
422;Where can someone get a new saw?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:00;A
423;What would you do to a crime scene before asking a question?;C;E;0;0.13;llama3.1:8b;2025-12-10 07:34:00;C
424;The man didn't do great in college, all his best memories were late night with his brothers at the what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:00;B
425;In a horror movie victims usually trip when the run in order to do what in regards to the killer?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:00;C
426;The coach decided to make a lineup change, the team's effort was suffering from what?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:34:00;A
427;Where would you go if you want to buy some clothes?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:00;A
428;Where is food likely to stay dry?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:00;B
429;What is it called when a person with mental illness is able to lead a relatively normal life?;B;A;0;0.13;llama3.1:8b;2025-12-10 07:34:00;B
430;Where do you keep musical instrument so it doesn't get scratched?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:01;C
431;The woman is watching television and trying to forget her day, what is her goal?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:34:01;A
432;While John Candy and Dan Aykroyd didn't run into a gazelle, you'd have to go where to see one?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:01;E
433;When we are running what are we doing?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:01;D
434;It's dangerous to let pet birds free so it's better to keep them what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:01;C
435;A beaver is know for building prowess, their supplies come from where?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:34:01;B
436;Zane doesn't like answering questions.  He's not good at it because he suffers from what?;A;D;0;0.13;llama3.1:8b;2025-12-10 07:34:01;A
437;Going public about a common problem can gain what for a celebrity?;E;A;0;0.13;llama3.1:8b;2025-12-10 07:34:01;E
438;The electricity went out and everyone was shrouded in darkness.  They all remained in their seats, because it would have been dangerous to try to find there way out.  Where mihgt they have been?;A;A;1;0.14;llama3.1:8b;2025-12-10 07:34:02;A
439;Where could you find hundreds of beauty salon?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:02;D
440;If it is Chrismas time what came most recently before?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:02;A
441;If someone found out their brother was having a daughter, they would have to add a niece limb to the what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:02;D
442;The criminal insisted he must do the crime to the bank teller, but she tried to convince him there were other ways in life and this was what?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:34:02;A
443;what do you fill with ink to write?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:02;B
444;He walked into the room and had a great shock, his friends had what him?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:02;E
445;He wasn't the hugging type, even when he meet friend he'd just do what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:03;E
446;If you were lost you might need a map, the best place to find one on the road is at any what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:03;E
447;Where would you put a net if you wanted to use it?;E;D;0;0.13;llama3.1:8b;2025-12-10 07:34:03;E
448;Sage loved communicating  He liked doing what with his peers?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:03;A
449;Where would a cat snuggle up with their human?;C;D;0;0.13;llama3.1:8b;2025-12-10 07:34:03;C
450;What is a place that has large cable hanging overhead?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:03;D
451;Where do cars usually travel at very high speeds?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:34:03;A
452;What might a person be watching if they see a man with a suitcase full of money?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:03;B
453;Eating breakfast in bed while seeing a homeless person shivering outside your window may cause you to what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:04;C
454;If I put in my key and open a hinged door, where am I likely entering?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:04;C
455;If somebody is working at a reception desk, they are located at the front entrance of the what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:04;C
456;If you're reading a newspaper from another country what are you doing?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:04;A
457;They wanted to recognize his accomplishment, where should they put his name?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:04;A
458;What is it called when a person tends to leave things to the last minute?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:04;A
459;What will you do if you do not want to settle in one place?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:04;C
460;Where would a person live that isn't in the metro area but still has good schools?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:04;C
461;Jane works for the government as a senator, where does she spend a lot of time?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:05;A
462;What is it called when two people in love have children?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:05;B
463;What did the policemen do when they heard a cry from a distance?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:05;E
464;It takes ambition to complete a job, but the first step is to what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:05;B
465;Where would I not want a fox?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:05;A
466;What type of building has the most top floor?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:34:05;B
467;What do humans do to other humans after death?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:05;B
468;Where can you find a restaurant's phone number?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:06;A
469;What would you put coins into to make it work?;E;B;0;0.13;llama3.1:8b;2025-12-10 07:34:06;E
470;A patriotic guy with a camera is looking for a bald eagle, what is he likely to do with the eagle if he finds one?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:06;E
471;Where can you go to use a piano in your neighborhood if you don't have one?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:34:06;A
472;Where would you get a shower curtain if you do not have one?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:06;A
473;Kissing is normally an activity reserved for your romantic what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:06;B
474;What does a child learn to do before school?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:06;C
475;He was getting advice for the job interview, they told him when talking to the interviewer always make what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:06;C
476;According to what book did an apple tree lead to the downfall of man?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:07;A
477;The neighborhood had a great sense of community, there was always a crowd at the landing of the what?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:34:07;A
478;What might a kind person do?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:07;C
479;What will a person do at work?;C;C;1;0.14;llama3.1:8b;2025-12-10 07:34:07;C
480;John saw a fox running along the beach and was glad to be on the east coast.  Where might he have been?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:07;B
481;Name a location where you would not want to find mice.;E;B;0;0.13;llama3.1:8b;2025-12-10 07:34:07;E
482;The man started to learn jogging, what was he hoping to do?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:07;B
483;Where do most people turn to get information on their phones?;A;D;0;0.14;llama3.1:8b;2025-12-10 07:34:07;A
484;What happens to a body after death?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:08;D
485;What type of non-vegetarian soup is one likely to find a potato?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:08;C
